번호,가게명,가게주소,가게시작시간,가게종료시간,가게전화번호,메인이미지URL,서브이미지1URL,서브이미지2URL,서브이미지3URL
238,옐토,서울 강북구 오패산로30길 73 1층 (우)01233,"",11:30,0507-1360-5658,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F0E73DDFFA8984DBB9CB31D9D5C54ACEE,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FCF78F426950E4C8ABA3A51AB5A9744FE,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD395660AF78B48F1AA9134DBC09081C4,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FA201DCE2B21C4EA2A1A6102031123A74
239,카페일분 미아점,서울 강북구 솔샘로 167 벽산라이브파크 상가동 1층 (우)01191,00:00,24:00,010-8858-0629,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC9E6043A1B914F96BD049DEF07BD773A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB18E7B7DDEB94D039EC79D721A41ED8B,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA80AF6ADCD5F4B239B90499A183E70BD,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE3E9238E621C423FBB22259AD4921060
240,레이랑,서울 강북구 도봉로19길 10-2 1층 (우)01179,12:00,21:00,010-3308-3150,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FDC7C0D467C0944FB9746C5EAEA76D123,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD077DD39C94E420CAF238EF331A813FB,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3B3C9E87028144AFB8236F9707489CCB
241,샵617,서울 강북구 덕릉로 13-1 1층 (우)01093,"",12:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F48D375768AA24C368189D6081315048A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F68db8f395f1f6af403239bb14058a3b7618229da%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff2e7b379296ff5824fb3e80bf89f710ff968a787%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fedc2ee732285df4f6de57413935ef6db30d22eb8%3Foriginal
242,더 빈마켓(수유점),서울 강북구 한천로 1131 (우)01039,08:00,22:30,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69F8568862D44627AA4318E50B53FBB5,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc5995332460486e1789cffeb29f2c96e4745e1cd%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5844814f7846b1b4ecb1ffaaf653fccff5970e98%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0b6756cbb4ec6274af74dac2873ee4f4098330e1%3Foriginal
243,빽다방 강북중학교점,서울 강북구 한천로150길 70 1층 (우)01052,"",08:00,070-4888-2121,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
244,카페풀고르,서울 강북구 도봉로 166 한일빌딩 1층 (우)01158,"",10:00,010-4488-5054,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAA6E9A76B3F94B8DB7299ADCB1261D1D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA0FF58180E31435B994E391C7509A9BE,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F41E18DC2D71248D087A3E7561A442EFE,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F99A0C64266B9490D9F1F793D42A51345
245,BMT커피,서울 강북구 오현로28길 19 1층 (우)01224,09:00,22:00,02-988-0639,//img1.kakaocdn.net/cthumb/local/C640x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAD841BAF23D1436B8864B271FDC2DB99,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
246,봉봉,서울 강북구 삼양로117길 49 1층 (우)01030,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fstorep-phinf.pstatic.net%2Fogq_5db4314bac2f0%2Foriginal_21.png%3Ftype%3Dp100_100,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MDZfOTkg%2FMDAxNzEyMzMxMDkwNTI5.AB4fUejuyo2qFLtZIBymkiFGlj0jIoWPNRKMkglZDd8g.i-LLXnu7MYBiT49Je-mdjP6g496PPcX5W9d4gcpnehEg.JPEG%2F1712331088529.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MDZfMTQ5%2FMDAxNzEyMzMxMDkwNTkx.wkTxZ22-tMN2lZ2Sx-zxa7TSKhVtgXvlDPUifpTbm0cg.9EyQG0nPiQXA1l_m8sTwfhenYCELMFgTEfif2r8ENp4g.JPEG%2F1712331088295.jpg%3Ftype%3Dw386,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MDZfMjky%2FMDAxNzEyMzMxMDkwNjgz.Kq2iwRSh6VB173hm1xeIdANSzFyoFU3b_QiSRocKIVsg.fE3RAmGVvHaOAhO578oqr2GA0EJcgJdY4bo50nO962Ag.JPEG%2F1712331088042.jpg%3Ftype%3Dw386
247,엘파소커피,서울 강북구 오패산로30길 21 1층 (우)01233,"",08:30,02-989-2017,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
248,카페 무궁화,서울 강북구 수유로 74 1층 (우)01081,12:00,23:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8D9409069214430EB7A2E5A112E89454,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4486C52A3CCE4A3BBDAA271729096D21,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAA5C13E07C0648C995D36F126BD64BAB,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAF64025A354B4F8AB5C5F9F4140ED69C
249,제이도그,서울 강북구 인수봉로 221-1 (우)01022,12:00,20:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7a2445df34378ba0b73e23ad0d249a6f12b4bb06%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc00da44d4d650092bcc05c3048bf4caaa871b972%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAzMTJfMTkx%2FMDAxNzEwMTY5NTgyMjcz.Yg1J9z5suP7Luy5Vg-8OskgHaB6lyKlgr6R6u_hmolkg.FCRUJOAvITtZRqaMhzZHoneAA2JkI-cWxIB5Jfzf47Eg.JPEG%2F20240310%25EF%25BC%25BF160614.jpg%3Ftype%3Dw275,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAzMTJfMTEg%2FMDAxNzEwMTY5NTgwNDYz.gK0fRb-hVZSbFYtqnF4hnoUmC_hgDFogoqOrhYpSwjog.OMDw3xMP5O_iSG6nt16jURd7UPWx5fl6RFe85nlq8qUg.JPEG%2F20240310%25EF%25BC%25BF152007.jpg%3Ftype%3Dw275
250,메이30,서울 강북구 도봉로10나길 17 1층 (우)01219,11:00,22:00,0507-1334-4041,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F80E827604BED4501A72E3227A66ADD14,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB5D5B9AD7BA34D55AF9368AA1B01B00F,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F1A6B4E0755664AEBAB9E2186C1B38D10,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FCC497AF27B5A4437A40D39E5FFE56229
251,달콤탕후루,서울 강북구 삼양로 114 (우)01209,17:00,23:00,0507-899-0634,//img1.kakaocdn.net/cthumb/local/C640x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3A35B51B203B402DAF9E929F40DE773D,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
252,봉명동내커피 서울강북구점,서울 강북구 인수봉로 149 1층 101호 (우)01095,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
253,카페니모메,서울 강북구 삼양로139가길 11 1층 (우)01010,"",08:00,0504-802-7943,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F7C59A2E7923143A6A1D158E49F0037BF,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F611B6F6FBF15455280711D9C27528F66,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F1412F3F513B740E3AA62770F0CEF6A32
254,카페테라스,서울 강북구 월계로 173 (우)01228,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa39a9c1cfd595c0671e6321df64eeaef0f45c5a5%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9aaee891188a22d7c127f41d00a26188da1e01f3%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FYlgxT%2FbtswcKk9PJD%2FSrbGHWcb46rIvlparJZk9K%2Fimg.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FbBeZ6X%2Fbtswbf6Pin1%2FdSh5DrAyCHp5ch6PJGfUi0%2Fimg.png
255,매머드커피 솔샘점,서울 강북구 솔샘로 213 1층 (우)01187,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
256,카페소소,서울 강북구 솔샘로64길 21 1층 (우)01205,11:00,22:00,010-5207-3576,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F73185A088EEF4A50B16C74F5BA9B1BC3
257,카페보스 수유점,서울 강북구 삼양로77가길 18 1층 (우)01103,12:00,23:00,02-6013-5636,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0B161EF6ABA3445BBF2E185232E75A5F,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9EAB617F34EC4FDDA31EA690E1077653
258,카페루아,서울 강북구 도봉로95길 55 1층 (우)01053,10:00,21:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F896C1FABAE674288BA697898EE1042F4,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F48402AD5E7A643338364938AD63EA590,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8C124ECBE8A5491EB63A43E82A120FB3,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD359B98B036B458EAEDAD7AFB699A309
259,시우어게인,서울 강북구 솔샘로 167 벽산라이브파크 상가동 1층 시우어게인 (우)01191,"",09:00,010-4081-6000,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FFC1B43E796664DAFAC95238BE54112C5,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F0C672C26EC5340D0A067C937A88E65CF,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1E92F2C0768C4BF4854656537A3F73A8,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF3F71DC668424A569CE18F7397761E72
260,한샘다방,서울 강북구 월계로 41 (우)01222,"","",02-988-7227,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
261,포네커피하우스,서울 강북구 4.19로1길 40 (우)01029,"","",02-998-7529,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F035CDE24C2D24147845A0BA2895EA3BD,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDlfMTgg%2FMDAxNzE1MjY1MjU0MDU3.0mqo-NYoCzx6LubfUNeMSqW9SZVDghJtsDRnn-AHoHkg.77aCSuDu42P2ifsIa6hB5epwMrQgrEEZW7J9IiZWFpMg.JPEG%2F1715265253531.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDlfMjI5%2FMDAxNzE1MjY1MjMwNDA3.iwm7vjwydMVaRFX6tJArdHcii1YdoYL74_aODVLUgqQg.Tdg5SyUY0hMDMOJHHnrvYjyqfkdO4uFLKV8AUqVTdzEg.JPEG%2F1715265230065.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDlfMjUz%2FMDAxNzE1MjY1NzE3Njcz.C8wP5tbsqB2Qs9eN2xSR7wcO85SHFwj3eVglYCoaTVgg.Us3DcanbKR4xvJTnOKAunjeKV4e4y_xocEYicHVuG54g.JPEG%2F1715265717370.jpg%3Ftype%3Dw773
262,커피가능성,서울 강북구 4.19로13길 8 4층 (우)01015,"","",02-900-1289,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA2MDdfOTQg%2FMDAxNjU0NTkxMjk4MzIz.Q_aqpE9D3E__hDjOdjLifskvtp7nIWgAq-VTh1ducC0g.CrjZWGaiG0P6MQ-EUCZgErO5TL7u0immlmHxmhnoxl0g.JPEG.cupperkim%2F20220602_171057.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA2MDdfNjIg%2FMDAxNjU0NTkxMTQ0NjE2.LX2RAeq51tX-RQC4uJ2UpTNGaK0RhA6gqQIt8_LmizYg.uM9ioAUE0bsQyHVBs1OQiz-Zmt4s_dRcQmvkvShA-aog.JPEG.cupperkim%2F20220602_170141.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA2MDdfMTkx%2FMDAxNjU0NTkxMjM4NTg1.sgRT-vSr-78qmQU6d5qm1RFBXp8mE7ogCADov0n_4OMg.p_1VzbzlZvMv32JnMbXLLuXJntns5jKb22LM28jfk7Ug.JPEG.cupperkim%2F20220602_170113.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA2MDdfMTIy%2FMDAxNjU0NTkxMjA4MjM3.-eYLbw13vQ5K3om3-y4Q5AjkI0tJ9JbiZ6kI0vw1E5Qg.7Idt7nmxJiRQQZmxCA0FTk7k6hK-8QDQvKTDg0Tyk3sg.JPEG.cupperkim%2F20220602_170102.jpg%3Ftype%3Dw966
263,쥬씨 삼양점,서울 강북구 솔샘로 232 1층 (우)01193,09:30,22:00,"",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
264,마이리틀베이크샵,서울 강북구 한천로109길 21-4 어반스톤포레 1층 106호 (우)01226,"",10:00,010-3162-2388,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3ED496ECCA544DCFB9D74005032F0716,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F391AB100196C44ADAE7BC2A20D25B030,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FA46980EC53D2488890419CE20A684D3E,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F433223B11F0E4B35ABA50EF543079420
265,엉클로 수유점,서울 강북구 덕릉로 26 1층 (우)01098,"",10:00,02-6407-7215,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEAFEBEFC98D44C20B56E613F570E1265,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Facc944c4ac838fa785aa602a88f59f693f1f78ff%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F926ad74f7c1c919f039fdf2332497d767b4536c14bb59284f1be39d6f15843b6,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe3b203985c807f547fef8846a036441a57ccfe278947970ce0aafbb2c6380bb5
266,안다미로,서울 강북구 도봉로101길 57 혜임빌딩 1층 (우)01052,"",08:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe41834af885cf81cd3d4fd740e2c7fcfe02ef292%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F445e59e07986acb280578d8a1ebce7668e5ccb3f%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe41834af885cf81cd3d4fd740e2c7fcfe02ef292%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F24d90b38fd652d9b21732be2d5daf2a9710134f1%3Foriginal
267,파이데이,서울 강북구 노해로21길 86 아임빌 1층 (우)01047,09:00,21:00,010-9980-2712,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD72E85D2FF75432592B3360A059DFB4C,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD7FF2D35B8B24B37877A7F19F9739616,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F55AC270FC2964EBFA52A977E0D59C3C6,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjAyMTRfODYg%2FMDAxNjQ0ODMyMjgxNTc0.FL4VdWHPQ4OS3bo6LrcN-yP3Pu8j12VBnOrfosAfpjYg.3Qdnu_0Q-vOVevoYwYmSr_nUD-lMhn0E3-DED9YczZMg.JPEG.bb_toplove%2F20220214%25EF%25BC%25BF182438.jpg%3Ftype%3Dw580
268,하루당,서울 강북구 솔매로 122 1층 (우)01170,"",10:00,010-8430-2830,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F16179653713D454AB61865B70D3DE075,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDFBAB11A7FB6432AA247601F92257607,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F389EE537C2BC44D28232F167458B90B6,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F122EF0AD627C4E14856E281171338F05
269,비틀즈,서울 강북구 삼양로 672 5층 (우)01001,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MjhfMTI1%2FMDAxNjkzMjAwNzEyMzA3.sEwsmOOxcspdj_iKXXCoSjbp3l3rHvbfLO5W9Ma15z4g.bJHkdOByRTTSGbNN6TREH1I48LXWMK9OXsnxtDQPraog.JPEG.piqunt72782%2FSE-ffbc9c75-d716-4ad9-a255-792b811894d9.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MjhfMTg4%2FMDAxNjkzMjAwNzExMzk1.hAaOUvC3cTAkhYlHdj1wYadC-jooaqInX4_XUIZaV4gg.SgFS5IrrxolyNkCuq9KrEUPrcmMCgmwjN0YYTBOueIQg.JPEG.piqunt72782%2FSE-29caf896-f6ef-4278-90a1-c48ae4f81e8d.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MjhfMTEy%2FMDAxNjkzMjAwNzEwNDI5.AcwGO1f6s1cYhcitoI0LShM0Q2U3597MzMzXVvieO6wg.IVbHmFldiSPuUjKAvsQFSzCjceYaAPbxYf4OL-YFNT8g.JPEG.piqunt72782%2FSE-870e97ab-2a91-4ee7-ae91-ed9d68a81e5d.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MjhfMTQz%2FMDAxNjkzMjAwNzA5MjEy.DuLn5gy3vJtlppl2OPwZ8KFHF_WXAE2IOSQkESvMlXgg.VDuVX14ULpk73iYyCpWkVHOlf1mVwh_RlR7aK3boF14g.JPEG.piqunt72782%2FSE-1b8596e5-2781-490b-828c-feb1e9d447a0.jpg%3Ftype%3Dw773
270,허브뜨락,서울 강북구 삼양로181길 226 (우)01000,"","",02-991-7897,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
